Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
149,Kevin Connauton\connake01,29,COL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,17:14,1,3,0,0,
150,Brett Connolly\connobr01,27,FLA,RW,59,18,13,31,-4,24,3.1,14,4,0,2,11,2,0,103,17.5,880,14:55,15,51,6,11,35.3
151,Kyle Connor\connoky01,23,WPG,LW,60,29,31,60,-1,30,6.7,20,8,1,6,24,7,0,197,14.7,1261,21:01,13,16,2,10,16.7
152,Andrew Copp\coppan01,25,WPG,C,52,10,12,22,1,10,1.7,9,1,0,5,10,0,2,107,9.3,912,17:32,24,55,229,205,52.8
153,Nick Cousins\cousini01,26,MTL,C,55,9,12,21,0,21,1.9,7,2,0,0,10,2,0,102,8.8,739,13:26,28,76,13,22,37.1
154,Logan Couture\coutulo01,30,SJS,C,45,14,22,36,-1,18,3.8,14,0,0,2,12,8,2,110,12.7,842,18:42,37,48,165,212,43.8
155,Sean Couturier\coutuse01,27,PHI,C,59,17,35,52,19,26,5.8,14,3,0,2,27,8,0,158,10.8,1179,19:59,23,51,466,319,59.4
156,Charlie Coyle\coylech01,27,BOS,C,60,14,19,33,10,14,3.5,12,0,2,3,15,4,0,125,11.2,990,16:30,30,78,274,299,47.8
157,Sidney Crosby\crosbsi01,32,PIT,C,29,11,25,36,-2,13,3.6,8,3,0,3,16,9,0,74,14.9,591,20:22,11,27,344,287,54.5
158,Lawson Crouse\crousla01,22,ARI,LW,58,14,9,23,3,26,2.8,13,0,1,2,9,0,0,94,14.9,799,13:47,25,177,21,22,48.8
159,Austin Czarnik\czarnau01,27,CGY,C,8,2,1,3,1,0,0.4,1,1,0,0,1,0,0,9,22.2,82,10:11,2,1,2,4,33.3
160,Kirby Dach\dachki01,19,CHI,C,53,8,11,19,-1,16,1.4,8,0,0,2,9,2,0,85,9.4,743,14:01,20,27,51,104,32.9
161,Evgenii Dadonov\dadonev01,30,FLA,RW,59,24,19,43,-2,8,4.7,14,10,0,2,15,4,0,144,16.7,1007,17:04,21,25,0,0,
162,Rasmus Dahlin\dahlira01,19,BUF,D,49,4,31,35,1,34,4.9,2,2,0,1,17,14,0,79,5.1,931,18:59,37,56,0,0,
163,Carl Dahlstrom\dahlsca01,25,WPG,D,15,0,1,1,-4,6,0,0,0,0,0,1,0,0,9,0,221,14:46,13,5,0,0,
164,Michael Dal Colle\dalcomi01,23,NYI,LW,44,4,6,10,-5,10,0.4,4,0,0,0,6,0,0,43,9.3,506,11:30,18,65,5,2,71.4
165,Trevor Daley\daleytr01,36,DET,D,34,0,6,6,-19,16,0.1,0,0,0,0,4,2,0,31,0,546,16:03,35,9,0,0,
166,Phillip Danault\danauph01,26,MTL,LW,61,12,28,40,13,28,3.9,11,1,0,1,25,3,0,111,10.8,1150,18:52,30,107,631,523,54.7
167,Marko Daňo\danoma01,25,CBJ,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0,22,07:10,3,5,0,0,
168,Brandon Davidson\davidbr01,28,CGY,D,7,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,13,0,86,12:16,15,10,0,0,
169,Jonathan Davidsson\davidjo03,22,OTT,RW,6,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,33,05:31,1,5,0,0,
170,Calvin de Haan\dehaaca01,28,CHI,D,29,1,5,6,10,10,1.9,1,0,0,0,5,0,0,42,2.4,577,19:55,73,93,0,0,
171,Jacob de La Rose\delarja01,24,TOT,LW,48,2,7,9,1,8,0.4,2,0,0,0,7,0,0,46,4.3,514,10:43,16,110,117,155,43
171,Jacob de La Rose\delarja01,24,STL,LW,32,1,4,5,-2,4,0,1,0,0,0,4,0,0,31,3.2,319,09:58,7,78,62,79,44
171,Jacob de La Rose\delarja01,24,DET,LW,16,1,3,4,3,4,0.4,1,0,0,0,3,0,0,15,6.7,196,12:13,9,32,55,76,42
172,Chase De Leo\deleoch01,24,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,14:59,0,1,0,1,0
173,Jean-Sebastien Dea\deaje01,25,BUF,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,07:38,0,3,1,1,50
174,Anthony DeAngelo\deangan01,24,NYR,D,56,13,30,43,12,43,7.3,10,3,0,3,19,11,0,115,11.3,1065,19:01,45,42,0,0,
175,Alex DeBrincat\debrial01,22,CHI,RW,59,14,23,37,-11,13,2.9,5,9,0,2,20,3,0,167,8.4,1031,17:29,17,55,6,10,37.5
176,Jake Debrusk\debruja01,23,BOS,LW,55,18,16,34,3,14,3.9,11,7,0,4,13,3,0,136,13.2,889,16:10,14,26,8,16,33.3
177,Danny DeKeyser\dekeyda01,29,DET,D,8,0,4,4,0,4,0.7,0,0,0,0,4,0,0,12,0,176,22:04,18,6,0,0,
178,Michael Del Zotto\delzomi01,29,ANA,D,37,2,9,11,4,14,2.4,2,0,0,0,8,1,0,42,4.8,671,18:08,47,80,0,0,
179,Dylan DeMelo\demeldy01,26,OTT,D,49,0,10,10,3,31,2.1,0,0,0,0,8,0,2,64,0,976,19:55,63,94,0,0,
180,Jason Demers\demerja01,31,ARI,D,46,0,9,9,4,23,2.5,0,0,0,0,8,0,1,49,0,954,20:45,67,68,0,0,
181,Travis Dermott\dermotr01,23,TOR,D,46,4,5,9,10,33,2.3,4,0,0,1,5,0,0,54,7.4,758,16:29,45,61,0,0,
182,Nicolas Deslauriers\deslani01,28,ANA,LW,47,3,5,8,-4,82,0.3,3,0,0,0,5,0,0,50,6,454,09:40,20,111,0,0,
183,Phillip Di Giuseppe\digiuph01,26,NYR,LW,8,0,2,2,-1,0,0,0,0,0,0,2,0,0,15,0,88,10:57,5,17,0,1,0
184,Thomas Di Pauli\dipauth01,25,PIT,C,2,0,0,0,-3,10,-0.1,0,0,0,0,0,0,0,2,0,12,05:59,1,4,0,0,
185,Jason Dickinson\dickija01,24,DAL,C,55,8,10,18,5,6,1.7,8,0,0,1,9,0,1,73,11,811,14:45,47,73,157,195,44.6
186,Brenden Dillon\dillobr01,29,SJS,D,59,1,13,14,0,83,3.1,1,0,0,0,12,0,1,48,2.1,1142,19:22,67,178,0,0,
187,Christian Djoos\djoosch01,25,WSH,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,18,08:57,0,0,0,0,
188,Noah Dobson\dobsono01,20,NYI,D,30,1,4,5,-3,6,0.8,1,0,0,0,3,1,0,33,3,403,13:26,27,21,0,0,
189,Max Domi\domima01,24,MTL,LW,61,13,24,37,-1,29,3.4,12,1,0,2,14,10,0,151,8.6,1047,17:09,11,28,337,343,49.6
190,Ryan Donato\donatry01,23,MIN,C,52,11,7,18,5,12,2.2,11,0,0,0,5,2,0,80,13.8,551,10:35,10,38,40,60,40
191,Joonas Donskoi\donskjo01,27,COL,RW,53,14,16,30,1,22,2.8,10,4,0,1,15,1,0,94,14.9,877,16:33,31,19,9,8,52.9
192,Drew Doughty\doughdr01,30,LAK,D,56,6,22,28,-15,22,4.3,2,4,0,2,14,7,1,118,5.1,1449,01:52,78,97,0,0,
193,Nic Dowd\dowdni01,29,WSH,C,46,5,5,10,7,24,0.9,3,0,2,1,5,0,0,40,12.5,494,10:44,21,90,223,217,50.7
194,Justin Dowling\dowliju01,29,DAL,C,27,3,3,6,-2,8,0.4,3,0,0,1,3,0,0,29,10.3,302,11:11,12,25,41,52,44.1
195,Leon Draisaitl\draisle01,24,EDM,C,59,34,61,95,-10,14,10.7,23,11,0,10,34,27,0,180,18.9,1330,22:33,19,23,518,500,50.9
196,Sheldon Dries\driessh01,25,COL,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,10:02,2,7,0,0,
197,Jonathan Drouin\drouijo01,24,MTL,LW,23,7,8,15,-1,12,1.6,6,1,0,1,5,3,0,48,14.6,370,16:05,4,25,4,8,33.3
198,Dillon Dube\dubedi01,21,CGY,C,36,5,10,15,4,4,1.5,5,0,0,2,9,1,0,52,9.6,456,12:40,9,44,0,1,0
199,Pierre-Luc Dubois\duboipi01,21,CBJ,LW,60,17,27,44,5,45,5,16,1,0,4,19,8,0,133,12.8,1066,17:46,44,72,299,358,45.5
200,Matt Duchene\duchema01,29,NSH,C,55,12,26,38,-2,20,3.2,8,4,0,1,21,5,0,124,9.7,938,17:04,15,38,327,261,55.6
201,Anthony Duclair\duclaan01,24,OTT,LW,58,21,14,35,-8,16,3.9,15,5,1,2,11,3,0,164,12.8,946,16:19,32,50,2,2,50
202,Mathew Dumba\dumbama01,25,MIN,D,58,4,16,20,-8,37,2.9,4,0,0,1,8,7,1,143,2.8,1309,22:34,78,78,0,0,
203,Gabriel Dumont\dumonga01,29,MIN,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0,35,11:30,2,9,6,9,40
204,Brian Dumoulin\dumoubr01,28,PIT,D,23,1,6,7,17,8,2.5,0,0,1,0,5,1,0,33,3,484,21:04,27,39,0,0,
205,Vince Dunn\dunnvi02,23,STL,D,59,7,11,18,10,18,4,4,3,0,1,6,5,0,118,5.9,962,16:18,37,43,0,0,
206,Christian Dvorak\dvorach01,23,ARI,C,62,18,19,37,6,12,4.4,12,6,0,2,15,4,0,123,14.6,1034,16:41,32,36,457,366,55.5
207,Ryan Dzingel\dzingry01,27,CAR,C,57,8,21,29,4,23,2.4,4,4,0,1,16,5,0,93,8.6,826,14:29,23,32,9,20,31
208,Cody Eakin\eakinco01,28,VEG,C,40,4,5,9,-10,14,0,4,0,0,0,4,1,0,50,8,584,14:36,14,38,250,277,47.4
209,Jordan Eberle\eberljo01,29,NYI,RW,48,10,20,30,0,12,2.7,8,2,0,0,14,6,0,106,9.4,825,17:11,32,27,0,6,0
210,Alexander Edler\edleral01,33,VAN,D,49,4,19,23,5,56,4.1,3,1,0,1,13,6,0,96,4.2,1112,22:42,135,91,0,0,
211,Joel Edmundson\edmunjo01,26,CAR,D,58,5,11,16,5,63,3.3,5,0,0,0,11,0,0,77,6.5,1051,18:08,73,96,0,0,
212,Nikolaj Ehlers\ehlerni01,23,WPG,LW,60,20,25,45,7,30,5,16,3,1,3,24,1,0,171,11.7,1000,16:40,24,31,0,2,0
213,Christoffer Ehn\ehnch01,23,DET,C,48,1,2,3,-21,2,-1,1,0,0,0,2,0,0,33,3,500,10:25,18,49,83,118,41.3
214,Jack Eichel\eicheja01,23,BUF,C,58,33,41,74,14,34,9.4,24,8,1,8,26,15,0,198,16.7,1281,22:05,38,36,556,621,47.2
215,Aaron Ekblad\ekblaaa01,23,FLA,D,57,5,29,34,7,22,4.8,5,0,0,1,24,4,1,132,3.8,1305,22:54,72,30,0,0,
216,Mattias Ekholm\ekholma01,29,NSH,D,57,7,24,31,3,30,4.4,6,0,1,2,18,5,1,125,5.6,1343,23:34,87,45,0,0,
217,Oliver Ekman-Larsson\ekmanol01,28,ARI,D,58,7,17,24,-6,36,4.5,5,2,0,1,12,5,0,118,5.9,1328,22:54,58,112,0,0,
218,Lars Eller\ellerla01,30,WSH,C,59,14,21,35,2,40,3.3,11,2,1,1,16,4,1,134,10.4,1013,17:10,37,50,463,428,52
219,Ryan Ellis\ellisry01,29,NSH,D,39,6,22,28,15,13,4.8,6,0,0,2,16,6,0,90,6.7,913,23:24,72,39,0,0,
220,Deryk Engelland\engelde01,37,VEG,D,49,1,5,6,6,37,1.8,1,0,0,1,4,0,1,59,1.7,860,17:33,86,114,0,0,
221,Andreas Englund\engluan01,24,OTT,D,12,0,2,2,-5,12,-0.1,0,0,0,0,2,0,0,5,0,126,10:30,8,28,0,0,
222,Pierre Engvall\engvapi01,23,TOR,LW,38,7,7,14,5,6,1.4,6,0,1,3,6,0,1,60,11.7,459,12:05,6,23,39,62,38.6
223,Tyler Ennis\ennisty01,30,OTT,C,59,14,17,31,-5,16,3,9,5,0,1,13,4,0,133,10.5,872,14:46,22,71,6,8,42.9
224,Jonathan Ericsson\ericsjo01,35,DET,D,11,0,0,0,-8,0,-0.3,0,0,0,0,0,0,0,13,0,174,15:52,6,16,0,0,
225,Loui Eriksson\erikslo01,34,VAN,LW,40,5,5,10,1,12,0.7,5,0,0,0,5,0,0,45,11.1,492,12:18,14,6,1,0,100
226,Joel Eriksson Ek\eriksjo02,23,MIN,C,51,7,18,25,4,16,2,6,1,0,3,17,0,1,83,8.4,791,15:31,36,82,287,354,44.8
227,Adam Erne\ernead01,24,DET,LW,51,2,2,4,-21,26,-0.9,2,0,0,0,2,0,0,59,3.4,610,11:58,24,131,19,13,59.4
228,Jake Evans\evansja02,23,MTL,C,6,1,0,1,2,0,0.2,1,0,0,0,0,0,0,5,20,58,09:40,3,7,4,6,40
229,Robby Fabbri\fabbrro01,24,TOT,C,52,12,16,28,-29,12,1.9,7,5,0,2,13,3,0,89,13.5,821,15:47,13,56,15,27,35.7
229,Robby Fabbri\fabbrro01,24,DET,C,43,11,16,27,-25,10,2,6,5,0,2,13,3,0,82,13.4,733,17:03,12,44,14,27,34.1
229,Robby Fabbri\fabbrro01,24,STL,C,9,1,0,1,-4,2,-0.1,1,0,0,0,0,0,0,7,14.3,87,09:42,1,12,1,0,100
230,Dante Fabbro\fabbrda01,21,NSH,D,53,5,6,11,-3,34,1.6,4,1,0,0,6,0,0,80,6.3,1030,19:26,76,44,0,0,
231,Radek Faksa\faksara01,26,DAL,C,56,10,9,19,-7,38,1.4,8,2,0,3,9,0,0,94,10.6,898,16:02,40,68,350,346,50.3
232,Oscar Fantenberg\fanteos01,28,VAN,D,27,1,3,4,-4,6,0.6,1,0,0,0,2,1,0,37,2.7,427,15:49,46,48,0,0,
233,Joel Farabee\farabjo01,19,PHI,LW,46,7,11,18,4,39,1.6,6,1,0,1,10,1,0,72,9.7,654,14:13,16,28,3,7,30
234,Jesper Fast\fastje01,28,NYR,RW,57,8,16,24,13,16,2,6,0,2,0,16,0,0,65,12.3,937,16:26,41,99,7,15,31.8
235,Justin Faulk\faulkju01,27,STL,D,59,4,10,14,-11,26,1.9,3,1,0,1,7,2,1,119,3.4,1218,20:38,62,63,0,0,
236,Taylor Fedun\fedunta01,31,DAL,D,27,2,7,9,3,8,1.9,2,0,0,0,7,0,0,40,5,371,13:45,19,16,0,0,
237,Martin Fehervary\feherma01,20,WSH,D,6,0,1,1,-2,6,0,0,0,0,0,1,0,0,7,0,96,15:59,2,14,0,0,
238,Micheal Ferland\ferlami01,27,VAN,LW,14,1,4,5,-3,7,0.3,1,0,0,0,4,0,0,15,6.7,137,09:48,2,40,2,0,100
239,Mario Ferraro\ferrama01,21,SJS,D,53,1,6,7,-15,20,0.8,1,0,0,0,5,0,1,48,2.1,805,15:11,44,96,0,0,
240,Kevin Fiala\fialake01,23,MIN,LW,53,14,24,38,-1,38,3.9,9,5,0,1,16,8,0,130,10.8,789,14:54,15,23,2,7,22.2
241,Valtteri Filppula\filppva01,35,DET,C,60,5,14,19,-40,22,-0.3,4,0,1,0,10,4,0,56,8.9,992,16:32,23,25,272,342,44.3
242,Christian Fischer\fischch01,22,ARI,RW,53,5,3,8,4,16,0.6,5,0,0,1,3,0,0,81,6.2,589,11:07,21,133,3,7,30
243,Cale Fleury\fleurca01,21,MTL,D,41,1,0,1,-4,6,0.4,1,0,0,0,0,0,0,45,2.2,588,14:21,45,102,0,0,
244,Haydn Fleury\fleurha01,23,CAR,D,35,3,7,10,-5,6,1.3,3,0,0,0,6,0,1,47,6.4,434,12:23,34,36,0,0,
245,Warren Foegele\foegewa01,23,CAR,LW,58,11,15,26,9,26,2.7,8,0,3,1,15,0,0,114,9.6,807,13:55,15,56,17,19,47.2
246,Steven Fogarty\fogarst01,26,NYR,C,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,33,05:26,3,4,3,1,75
247,Marcus Foligno\foligma01,28,MIN,LW,48,9,12,21,8,24,2.1,9,0,0,0,12,0,0,70,12.9,699,14:34,26,154,7,12,36.8
248,Nick Foligno\foligni01,32,CBJ,LW,57,6,18,24,-1,56,1.6,4,2,0,1,15,2,1,114,5.3,1041,18:15,42,184,132,135,49.4
249,Christian Folin\folinch01,28,MTL,D,7,1,1,2,1,2,0.5,1,0,0,0,1,0,0,4,25,105,15:02,10,18,0,0,
250,Derek Forbort\forbode01,27,LAK,D,9,0,1,1,-2,2,0.2,0,0,0,0,1,0,0,9,0,149,16:32,10,19,0,0,
251,Filip Forsberg\forsbfi01,25,NSH,C,52,18,22,40,-5,25,4,13,5,0,0,16,6,0,164,11,900,17:19,13,69,1,2,33.3
252,Liam Foudy\foudyli01,19,CBJ,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0,28,14:13,0,3,0,0,
253,Cam Fowler\fowleca01,28,ANA,D,59,9,20,29,0,20,5.3,7,2,0,2,14,6,0,117,7.7,1297,21:59,58,25,0,0,
254,Adam Fox\foxad01,21,NYR,D,58,6,25,31,14,20,5.6,5,1,0,3,13,12,0,107,5.6,1078,18:35,75,27,0,0,
255,Trent Frederic\fredetr01,21,BOS,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,13,06:26,0,8,0,0,
256,Mark Friedman\friedma01,24,PHI,D,5,0,1,1,1,2,0.2,0,0,0,0,1,0,0,1,0,65,13:01,4,4,0,0,
257,Martin Frk\frkma01,26,LAK,RW,6,3,1,4,0,2,0.6,2,1,0,0,1,0,0,9,33.3,79,13:11,1,3,0,0,
258,Michael Frolik\frolimi01,31,TOT,LW,53,6,6,12,-13,28,0.3,4,0,2,1,5,0,1,67,9,660,12:28,21,28,6,15,28.6
258,Michael Frolik\frolimi01,31,CGY,LW,38,5,5,10,-10,24,0.5,4,0,1,1,4,0,1,44,11.4,453,11:56,11,19,1,8,11.1
258,Michael Frolik\frolimi01,31,BUF,LW,15,1,1,2,-3,4,-0.2,0,0,1,0,1,0,0,23,4.3,207,13:49,10,9,5,7,41.7
259,Morgan Frost\frostmo01,20,PHI,C,20,2,5,7,-3,4,0.3,1,0,1,0,5,0,0,31,6.5,274,13:41,4,4,44,49,47.3
260,Sam Gagner\gagnesa01,30,EDM,C,33,4,7,11,-8,10,0.6,4,0,0,0,6,1,0,62,6.5,431,13:03,9,18,41,46,47.1
261,Alex Galchenyuk\galchal01,25,TOT,C,48,5,12,17,-7,10,1,3,2,0,0,8,4,0,67,7.5,556,11:35,9,34,17,7,70.8
261,Alex Galchenyuk\galchal01,25,PIT,C,45,5,12,17,-7,10,1.1,3,2,0,0,8,4,0,65,7.7,517,11:29,9,32,7,5,58.3
261,Alex Galchenyuk\galchal01,25,MIN,C,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0,40,13:11,0,2,10,2,83.3
262,Brendan Gallagher\gallabr01,27,MTL,RW,51,19,18,37,3,20,4.5,18,1,0,1,14,4,0,199,9.5,864,16:57,28,44,12,16,42.9
263,Dylan Gambrell\gambrdy01,23,SJS,C,39,4,6,10,-7,15,0.5,4,0,0,1,5,1,0,27,14.8,424,10:52,24,25,122,135,47.5
264,Jake Gardiner\gardija01,29,CAR,D,58,3,15,18,-21,30,1.3,3,0,0,1,8,7,0,72,4.2,978,16:52,35,40,0,0,
265,Rhett Gardner\gardnrh01,23,DAL,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0,81,10:08,2,8,25,28,47.2
266,Conor Garland\garlaco01,23,ARI,RW,61,20,15,35,0,18,4.4,17,3,0,5,10,5,0,147,13.6,861,14:07,20,24,1,4,20
267,Adam Gaudette\gaudead01,23,VAN,C,49,10,17,27,-8,33,2.3,6,4,0,1,10,7,0,63,15.9,610,12:26,15,27,148,225,39.7
268,Johnny Gaudreau\gaudrjo01,26,CGY,LW,61,14,36,50,-12,12,4.3,10,4,0,1,24,12,0,181,7.7,1150,18:51,9,1,1,3,25
269,Brendan Gaunce\gauncbr01,25,BOS,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,,9,09:10,0,2,0,1,0
270,Cameron Gaunce\gauncca01,29,TBL,D,2,1,1,2,1,2,0.4,1,0,0,0,1,0,0,3,33.3,21,10:42,0,4,0,0,
271,Frederik Gauthier\gauthfr01,24,TOR,C,51,6,4,10,-2,10,0.6,6,0,0,0,4,0,0,36,16.7,472,09:15,20,51,184,136,57.5
272,Julien Gauthier\gauthju01,22,CAR,RW,5,0,1,1,2,6,0.1,0,0,0,0,1,0,0,1,0,37,07:24,0,4,1,1,50
273,Vladislav Gavrikov\gavrivl01,24,CBJ,D,59,5,8,13,6,18,3.9,5,0,0,1,8,0,0,68,7.4,1094,18:33,72,65,0,0,
274,Nathan Gerbe\gerbena01,32,CBJ,C,24,4,5,9,-3,20,0.8,4,0,0,0,5,0,0,41,9.8,317,13:12,6,37,3,2,60
275,Timothy Gettinger\gettiti01,21,NYR,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0,17,08:23,1,5,0,2,0
276,Ryan Getzlaf\getzlry01,34,ANA,C,57,12,26,38,-14,41,3,10,2,0,5,21,5,0,123,9.8,1074,18:51,52,96,431,413,51.1
277,Brian Gibbons\gibbobr02,31,CAR,C,15,0,0,0,-7,4,-0.5,0,0,0,0,0,0,0,9,0,146,09:46,9,7,0,0,
278,Dennis Gilbert\gilbede01,23,CHI,D,20,1,2,3,-8,38,0,1,0,0,0,2,0,0,12,8.3,316,15:49,33,72,0,0,
279,John Gilmour\gilmojo01,26,BUF,D,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0,68,17:03,3,3,0,0,
280,Mark Giordano\giordma01,36,CGY,D,54,5,22,27,2,32,5,3,2,0,0,12,8,2,143,3.5,1293,23:57,136,37,0,0,
281,Samuel Girard\girarsa01,21,COL,D,58,3,26,29,-4,15,3,2,1,0,0,16,10,0,80,3.8,1236,21:18,79,39,0,0,
282,Zemgus Girgensons\girgeze01,26,BUF,C,59,10,5,15,-1,10,1.2,9,0,1,1,5,0,0,75,13.3,808,13:42,16,92,30,41,42.3
283,Claude Giroux\giroucl01,32,PHI,C,59,16,28,44,6,28,4.4,10,5,1,4,16,11,1,162,9.9,1135,19:14,15,42,601,419,58.9
284,Cody Glass\glassco01,20,VEG,C,39,5,7,12,-7,6,0.6,4,1,0,1,2,5,0,51,9.8,521,13:22,6,15,60,83,42
285,Luke Glendening\glendlu01,30,DET,C,50,6,3,9,-21,10,-0.2,5,0,1,1,3,0,0,71,8.5,766,15:19,52,133,342,252,57.6
286,Nikolay Goldobin\goldoni01,24,VAN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,08:37,0,1,0,0,
287,Alex Goligoski\goligal01,34,ARI,D,62,4,25,29,3,18,5.5,2,2,0,0,17,8,0,91,4.4,1435,23:09,119,78,0,0,
288,Cody Goloubef\golouco01,30,OTT,D,22,1,1,2,-2,8,0.5,1,0,0,0,1,0,0,15,6.7,340,15:27,23,39,0,0,
289,Barclay Goodrow\goodrba01,26,SJS,RW,59,8,16,24,-5,80,1.7,8,0,0,2,13,2,1,87,9.2,954,16:10,58,132,360,355,50.3
